cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"9-24.37","Provista de clicheria (uma cor e em cores)","Cliché examiners (one or more colors)","7343","Printing engravers and etchers",2455,380
"9-24.40","Gravador de cilindros, à máquina","Cylinder engravers, machine-operating","7343","Printing engravers and etchers",2456,380
"9-24.45","Gravador com pantógrafo","Engravers (with magnification)","7343","Printing engravers and etchers",2457,380
"9-24.50","Transportador litográfico","Lithographic transporters","7343","Printing engravers and etchers",2458,380
"9-24.55","Gravador de cilindros com ácido (exceto água-forte)","Cylinder engravers (with acid, except heavy water)","7343","Printing engravers and etchers",2459,380
"9-24.60","Gravador à água-forte","Engravers (with heavy water)","7343","Printing engravers and etchers",2460,380
"9-24.65","Galvanoplasta (artes gráficas)","Galvanoplasty specialists (graphic arts)","7343","Printing engravers and etchers",2461,380
"9-24.90","Outros gravadores e clicheristas (exceto fotogravadores)","Other engravers and cliché makers (except photoreproduction printers)","7343","Printing engravers and etchers",2462,380
"9-25","Fotogravadores","","","",2463,
"9-25.10","Fotogravador, em geral","Photoreproduction printers, general","7344","Photographic and related workers",2464,381
"9-25.20","Fotógrafo (fotogravura)","Photographers (photoreproduction)","7344","Photographic and related workers",2465,381
"9-25.30","Retocador de negativos (fotogravura)","Photonegative finishers (photoreproduction)","7344","Photographic and related workers",2466,381
"9-25.33","Montador de seleção de cores","Color selection assemblers","7344","Photographic and related workers",2467,381
"9-25.35","Retocador de seleção de cores","Color selection finishers","7344","Photographic and related workers",2468,381
"9-25.37","Montador de fotolito","Lithoplate assemblers","7344","Photographic and related workers",2469,381
"9-25.40","Fotoimpressor de chapas","Photomechanical printmakers","7344","Photographic and related workers",2470,381
"9-25.50","Gravador (fotogravura)","Engravers (photoreproduction)","7344","Photographic and related workers",2471,381
"9-25.55","Operador de scanner","Scanner operators","7344","Photographic and related workers",2472,381
"9-25.57","Revisor de fotolito","Lithoplate editors","7344","Photographic and related workers",2473,381
"9-25.60","Retocador de clichês (fotogravura)","Cliché finishers (photoreproduction)","7344","Photographic and related workers",2474,381
"9-25.85","Provista de fotolito","Lithoplate revisors","7344","Photographic and related workers",2475,381
"9-25.90","Outros fotogravadores","Other photoreproduction workers","7344","Photographic and related workers",2476,381
"9-26","Encadernadores e trabalhadores assemelhados","","","",2477,
"9-26.20","Encadernador, à mão","Binders, manual","7345","Bookbinders and related workers",2478,382
"9-26.30","Encadernador, à máquina","Binders, machine-operating","8252","Bookbinding-machine operators",2479,457
"9-26.35","Operador de máquina de colagem","Glueing machine operators","7345","Bookbinders and related workers",2480,382
"9-26.40","Gravador, à mão (encadernação)","Engravers, manual (titling)","7345","Bookbinders and related workers",2481,382
"9-26.50","Gravador, à máquina (encadernação)","Engravers, machine-operating (titling)","8252","Bookbinding-machine operators",2482,457
"9-26.55","Operador de acabamento (indústria gráfica)","Finishing specialists (graphics industry)","7345","Bookbinders and related workers",2483,382
"9-26.56","Acabador de embalagens (flexíveis e cartotécnicas)","Packaging finishers (flexible and cardboard)","8253","Paper-products machine operators",2484,458
"9-26.60","Operador de guilhotina (corte de papel)","Paper guillotine operators","8253","Paper-products machine operators",2485,458
"9-26.65","Operador de dobradeira (indústria gráfica)","Paper folding machine operators (graphics industry)","8253","Paper-products machine operators",2486,458
"9-26.75","Extrusor (artes gráficas)","Extruders (graphics)","8253","Paper-products machine operators",2487,458
"9-26.80","Laminador","Laminators","8253","Paper-products machine operators",2488,458
"9-26.85","Operador de máquina de aplicação de parafina","Paraffin application machine operators","8253","Paper-products machine operators",2489,458
"9-26.90","Outros encadernadores e trabalhadores assemelhados","Other binders and similar workers","8253","Paper-products machine operators",2490,458
"9-27","Trabalhadores de laboratórios fotográficos","","","",2491,
"9-27.20","Revelador de filmes fotográficos, em cores","Photographic film developers (color)","7344","Photographic and related workers",2492,381
"9-27.30","Revelador de filmes fotográficos, em preto e branco","Photographic film developers (black and white)","7344","Photographic and related workers",2493,381
"9-27.40","Fotocopista","Photocopier operators","7344","Photographic and related workers",2494,381
"9-27.50","Ampliador de fotografias","Photograph magnifiers","7344","Photographic and related workers",2495,381
"9-27.55","Operador de microfilmagem","Microfilm producers","7344","Photographic and related workers",2496,381
"9-27.60","Revelador de filmes cinematográficos","Cinematographic film developers","7344","Photographic and related workers",2497,381
"9-27.70","Copiador de filmes cinematográficos","Cinematographic film copiers","7344","Photographic and related workers",2498,381
"9-27.80","Manipulador de chapas radiográficas","X-ray film specialists","7344","Photographic and related workers",2499,381
"9-27.90","Outros trabalhadores de laboratórios fotográficos","Other laboratory film workers","7344","Photographic and related workers",2500,381
"9-29","Trabalhadores das artes gráficas não-classificados sob outras epígrafes","","","",2501,
"9-29.20","Preparador de estênceis (serigrafia)","Silk screen preparers","7346","Silk-screen, block and textile printers",2502,383
"9-29.30","Impressor (serigrafia)","Silk screen printers","7346","Silk-screen, block and textile printers",2503,383
"9-29.35","Recortador (serigrafia)","Silk screen cutters","7346","Silk-screen, block and textile printers",2504,383
"9-29.60","Revisor de provas","Proof examiners","7346","Silk-screen, block and textile printers",2505,383
"9-29.70","Envernizador","Enamelers","7346","Silk-screen, block and textile printers",2506,383
"9-29.80","Preparador de facas","Knife preparers","7346","Silk-screen, block and textile printers",2507,383
"9-29.90","Outros trabalhadores das artes gráficas não-classificados sob outras epígrafes","Other graphic arts workers n.e.c.","7346","Silk-screen, block and textile printers",2508,383
"9-3","PINTORES","","","",2509,
"9-31","Pintores de obras e de estruturas metálicas","","","",2510,
"9-31.20","Pintor de obras","Construction painters","7141","Painters and related workers",2511,338
"9-31.30","Pintor de estruturas metálicas","Metal structure painters","7142","Varnishers and related painters",2512,339
"9-31.90","Outros pintores de obras e de estruturas metálicas","Other construction and metal structure painters","7141","Painters and related workers",2513,338
"9-39","Pintores não-classificados sob outras epígrafes","","","",2514,
"9-39.20","Pintor a pincel e rolo (exceto obras e estruturas metálicas)","Paint brush painters (except construction and metal structure)","7141","Painters and related workers",2515,338
"9-39.30","Pintor à pistola (exceto obras e estruturas metálicas)","Air brush painters (except construction and metal structure)","7141","Painters and related workers",2516,338
"9-39.40","Pintor por imersão","Immersion painters","7141","Painters and related workers",2517,338
"9-39.50","Pintor de letreiros","Lettering painters (advertising)","7141","Painters and related workers",2518,338
"9-39.60","Pintor de veículos","Vehicle painters","7141","Painters and related workers",2519,338
"9-39.90","Outros pintores não-classificados sob outras epígrafes","Other painters n.e.c.","7141","Painters and related workers",2520,338
"9-4","TRABALHADORES DA CONFECÇÃO DE INSTRUMENTOS MUSICAIS, DE PRODUTOS DE VIME E SIMIL","","","",2521,
"9-41","Confeccionadores de instrumentos musicais e trabalhadores assemelhados","","","",2522,
"9-41.20","Confeccionador de instrumentos de corda","String instrument makers","7312","Musical instrument makers and tuners",2523,367
"9-41.30","Confeccionador de instrumentos de sopro (madeira)","Wind instrument makers (wood)","7312","Musical instrument makers and tuners",2524,367
"9-41.40","Confeccionador de instrumentos de sopro (metal)","Wind instrument makers (metal)","7312","Musical instrument makers and tuners",2525,367
"9-41.45","Confeccionador de instrumentos de percussão (pele, couro ou plástico)","Percussion instrument makers (fur, leather and plastic)","7312","Musical instrument makers and tuners",2526,367
"9-41.50","Confeccionador de acordeão","Accordion makers","7312","Musical instrument makers and tuners",2527,367
"9-41.60","Confeccionador de órgão","Organ makers","7312","Musical instrument makers and tuners",2528,367
"9-41.70","Confeccionador de piano","Piano makers","7312","Musical instrument makers and tuners",2529,367
"9-41.80","Afinador de instrumentos musicais","Musical instrument tuners","7312","Musical instrument makers and tuners",2530,367
"9-41.90","Outros confeccionadores de instrumentos musicais e trabalhadores assemelhados","Other musical instrument makers and similar workers","7312","Musical instrument makers and tuners",2531,367
"9-42","Cesteiros, confeccionadores de produtos de vime e similares e trabalhadores asse","","","",2532,
"9-42.20","Cesteiro","Basket weavers","7424","Basketry weavers, brush makers and related workers",2533,396
"9-42.30","Vassoureiro","Broom makers","7424","Basketry weavers, brush makers and related workers",2534,396
"9-42.40","Confeccionador de escovas, pincéis e produtos similares, à mão","Brush, paintbrush, and similar product makers, manual","7424","Basketry weavers, brush makers and related workers",2535,396
"9-42.45","Confeccionador de escovas, pincéis e produtos similares, à máquina","Brush, paintbrush, and similar product makers, machine-operating","8261","Fibre-preparing-, spinning- and winding-machine operators",2536,460
